,pid,age,hh_income,sex,employment,day,hh_zone,access_egress_distance,vehicles
9189,nts202300278006,48-54,≤22316,female,pt-employed,sunday,urban,>15.8,1
9190,nts202300278101,48-54,≤22316,male,pt-employed,tuesday,urban,>15.8,1
9191,nts202300278102,48-54,≤22316,male,pt-employed,wednesday,urban,>15.8,1
9192,nts202300278103,48-54,≤22316,male,pt-employed,thursday,urban,>15.8,1
9193,nts202300278105,48-54,≤22316,male,pt-employed,saturday,urban,>15.8,1
9194,nts202300278106,48-54,≤22316,male,pt-employed,sunday,urban,>15.8,1
9195,nts202300278107,48-54,≤22316,male,pt-employed,monday,urban,>15.8,1
9196,nts202300278201,10-21,≤22316,female,unknown,tuesday,urban,>15.8,1
9197,nts202300278202,10-21,≤22316,female,unknown,wednesday,urban,>15.8,1
9198,nts202300278204,10-21,≤22316,female,unknown,friday,urban,>15.8,1
9199,nts202300278205,10-21,≤22316,female,unknown,saturday,urban,>15.8,1
9200,nts202300278206,10-21,≤22316,female,unknown,sunday,urban,>15.8,1
9201,nts202300278301,68-75,44107-68887,female,retired,thursday,urban,3.376-5.8,1
9202,nts202300278302,68-75,44107-68887,female,retired,friday,urban,3.376-5.8,1
9203,nts202300278401,>75,≤22316,female,retired,sunday,urban,3.376-5.8,1
9204,nts202300278403,>75,≤22316,female,retired,tuesday,urban,3.376-5.8,1
9205,nts202300278404,>75,≤22316,female,retired,wednesday,urban,3.376-5.8,1
9206,nts202300278406,>75,≤22316,female,retired,friday,urban,3.376-5.8,1
9207,nts202300278407,>75,≤22316,female,retired,saturday,urban,3.376-5.8,1
9208,nts202300278501,68-75,>68887,male,ft-employed,sunday,urban,5.8-9.15862,1
9209,nts202300278502,68-75,>68887,male,ft-employed,monday,urban,5.8-9.15862,1
9210,nts202300278503,68-75,>68887,male,ft-employed,tuesday,urban,5.8-9.15862,1
9211,nts202300278601,61-68,>68887,female,ft-employed,sunday,urban,5.8-9.15862,1
9212,nts202300278602,61-68,>68887,female,ft-employed,monday,urban,5.8-9.15862,1
9213,nts202300278603,61-68,>68887,female,ft-employed,tuesday,urban,5.8-9.15862,1
9214,nts202300279502,40-48,>68887,female,ft-employed,saturday,urban,>15.8,1
9215,nts202300279503,40-48,>68887,female,ft-employed,sunday,urban,>15.8,1
9216,nts202300279504,40-48,>68887,female,ft-employed,monday,urban,>15.8,1
9217,nts202300279505,40-48,>68887,female,ft-employed,tuesday,urban,>15.8,1
9218,nts202300279602,40-48,>68887,male,ft-employed,saturday,urban,>15.8,1
9219,nts202300279603,40-48,>68887,male,ft-employed,sunday,urban,>15.8,1
9220,nts202300279702,≤10,>68887,male,unknown,saturday,urban,>15.8,1
9221,nts202300279703,≤10,>68887,male,unknown,sunday,urban,>15.8,1
9222,nts202300279704,≤10,>68887,male,unknown,monday,urban,>15.8,1
9223,nts202300279705,≤10,>68887,male,unknown,tuesday,urban,>15.8,1
9224,nts202300279802,≤10,>68887,male,unknown,saturday,urban,>15.8,1
9225,nts202300279803,≤10,>68887,male,unknown,sunday,urban,>15.8,1
9226,nts202300279804,≤10,>68887,male,unknown,monday,urban,>15.8,1
9227,nts202300279805,≤10,>68887,male,unknown,tuesday,urban,>15.8,1
9228,nts202300279806,≤10,>68887,male,unknown,wednesday,urban,>15.8,1
9229,nts202300279901,48-54,22316-32118,female,retired,friday,urban,9.15862-15.8,1
9230,nts202300279904,48-54,22316-32118,female,retired,monday,urban,9.15862-15.8,1
9231,nts202300279905,48-54,22316-32118,female,retired,tuesday,urban,9.15862-15.8,1
9232,nts202300280001,>75,≤22316,male,retired,sunday,urban,unknown,0
9233,nts202300280002,>75,≤22316,male,retired,monday,urban,unknown,0
9234,nts202300280101,68-75,≤22316,female,retired,sunday,urban,≤3.376,0
9235,nts202300280102,68-75,≤22316,female,retired,monday,urban,≤3.376,0
9236,nts202300280201,48-54,44107-68887,male,ft-employed,thursday,urban,3.376-5.8,1
9237,nts202300280202,48-54,44107-68887,male,ft-employed,friday,urban,3.376-5.8,1
9238,nts202300280203,48-54,44107-68887,male,ft-employed,saturday,urban,3.376-5.8,1
9239,nts202300280204,48-54,44107-68887,male,ft-employed,sunday,urban,3.376-5.8,1
9240,nts202300280206,48-54,44107-68887,male,ft-employed,tuesday,urban,3.376-5.8,1
9241,nts202300280301,32-40,44107-68887,female,ft-employed,thursday,urban,≤3.376,1
9242,nts202300280302,32-40,44107-68887,female,ft-employed,friday,urban,≤3.376,1
9243,nts202300280303,32-40,44107-68887,female,ft-employed,saturday,urban,≤3.376,1
9244,nts202300280304,32-40,44107-68887,female,ft-employed,sunday,urban,≤3.376,1
9245,nts202300280305,32-40,44107-68887,female,ft-employed,monday,urban,≤3.376,1
9246,nts202300280306,32-40,44107-68887,female,ft-employed,tuesday,urban,≤3.376,1
9247,nts202300280401,≤10,44107-68887,female,unknown,thursday,urban,3.376-5.8,1
9248,nts202300280402,≤10,44107-68887,female,unknown,friday,urban,3.376-5.8,1
9249,nts202300280501,10-21,44107-68887,male,unknown,thursday,urban,3.376-5.8,1
9250,nts202300280502,10-21,44107-68887,male,unknown,friday,urban,3.376-5.8,1
9251,nts202300280901,>75,44107-68887,female,retired,sunday,urban,>15.8,0
9252,nts202300280902,>75,44107-68887,female,retired,monday,urban,>15.8,0
9253,nts202300281201,>75,>68887,female,retired,monday,urban,9.15862-15.8,0
9254,nts202300281202,>75,>68887,female,retired,tuesday,urban,9.15862-15.8,0
9255,nts202300281302,>75,>68887,male,retired,tuesday,urban,≤3.376,0
9256,nts202300281401,>75,22316-32118,female,retired,wednesday,rural,>15.8,1
9257,nts202300281402,>75,22316-32118,female,retired,thursday,rural,>15.8,1
9258,nts202300281403,>75,22316-32118,female,retired,friday,rural,>15.8,1
9259,nts202300281404,>75,22316-32118,female,retired,saturday,rural,>15.8,1
9260,nts202300281406,>75,22316-32118,female,retired,monday,rural,>15.8,1
9261,nts202300281407,>75,22316-32118,female,retired,tuesday,rural,>15.8,1
9262,nts202300281505,68-75,44107-68887,male,retired,monday,urban,>15.8,1
9263,nts202300281507,68-75,44107-68887,male,retired,wednesday,urban,>15.8,1
9264,nts202300281605,61-68,44107-68887,female,retired,monday,urban,>15.8,1
9265,nts202300281606,61-68,44107-68887,female,retired,tuesday,urban,>15.8,1
9266,nts202300282001,40-48,32118-44107,male,ft-employed,sunday,urban,9.15862-15.8,1
9267,nts202300282002,40-48,32118-44107,male,ft-employed,monday,urban,9.15862-15.8,1
9268,nts202300282003,40-48,32118-44107,male,ft-employed,tuesday,urban,9.15862-15.8,1
9269,nts202300282004,40-48,32118-44107,male,ft-employed,wednesday,urban,9.15862-15.8,1
9270,nts202300282005,40-48,32118-44107,male,ft-employed,thursday,urban,9.15862-15.8,1
9271,nts202300282006,40-48,32118-44107,male,ft-employed,friday,urban,9.15862-15.8,1
9272,nts202300282007,40-48,32118-44107,male,ft-employed,saturday,urban,9.15862-15.8,1
9273,nts202300282101,40-48,32118-44107,female,other,sunday,urban,5.8-9.15862,1
9274,nts202300282102,40-48,32118-44107,female,other,monday,urban,5.8-9.15862,1
9275,nts202300282103,40-48,32118-44107,female,other,tuesday,urban,5.8-9.15862,1
9276,nts202300282104,40-48,32118-44107,female,other,wednesday,urban,5.8-9.15862,1
9277,nts202300282105,40-48,32118-44107,female,other,thursday,urban,5.8-9.15862,1
9278,nts202300282201,≤10,32118-44107,male,unknown,sunday,urban,5.8-9.15862,1
9279,nts202300282202,≤10,32118-44107,male,unknown,monday,urban,5.8-9.15862,1
9280,nts202300282203,≤10,32118-44107,male,unknown,tuesday,urban,5.8-9.15862,1
9281,nts202300282204,≤10,32118-44107,male,unknown,wednesday,urban,5.8-9.15862,1
9282,nts202300282205,≤10,32118-44107,male,unknown,thursday,urban,5.8-9.15862,1
9283,nts202300282301,≤10,32118-44107,female,unknown,sunday,urban,5.8-9.15862,1
9284,nts202300282302,≤10,32118-44107,female,unknown,monday,urban,5.8-9.15862,1
9285,nts202300282303,≤10,32118-44107,female,unknown,tuesday,urban,5.8-9.15862,1
9286,nts202300282304,≤10,32118-44107,female,unknown,wednesday,urban,5.8-9.15862,1
9287,nts202300282305,≤10,32118-44107,female,unknown,thursday,urban,5.8-9.15862,1
9288,nts202300282401,61-68,44107-68887,female,retired,saturday,urban,3.376-5.8,1
9289,nts202300282402,61-68,44107-68887,female,retired,sunday,urban,3.376-5.8,1
9290,nts202300282403,61-68,44107-68887,female,retired,monday,urban,3.376-5.8,1
9291,nts202300282404,61-68,44107-68887,female,retired,tuesday,urban,3.376-5.8,1
9292,nts202300282701,>75,32118-44107,male,retired,saturday,urban,9.15862-15.8,1
9293,nts202300282702,>75,32118-44107,male,retired,sunday,urban,9.15862-15.8,1
9294,nts202300282703,>75,32118-44107,male,retired,monday,urban,9.15862-15.8,1
9295,nts202300282704,>75,32118-44107,male,retired,tuesday,urban,9.15862-15.8,1
9296,nts202300282705,>75,32118-44107,male,retired,wednesday,urban,9.15862-15.8,1
9297,nts202300282706,>75,32118-44107,male,retired,thursday,urban,9.15862-15.8,1
9298,nts202300282801,>75,32118-44107,female,retired,saturday,urban,5.8-9.15862,1
9299,nts202300282802,>75,32118-44107,female,retired,sunday,urban,5.8-9.15862,1
9300,nts202300282803,>75,32118-44107,female,retired,monday,urban,5.8-9.15862,1
9301,nts202300283001,10-21,22316-32118,male,student,friday,suburban,>15.8,1
9302,nts202300283002,10-21,22316-32118,male,student,saturday,suburban,>15.8,1
9303,nts202300283003,10-21,22316-32118,male,student,sunday,suburban,>15.8,1
9304,nts202300283004,10-21,22316-32118,male,student,monday,suburban,>15.8,1
9305,nts202300283101,21-32,22316-32118,female,ft-employed,friday,suburban,>15.8,1
9306,nts202300283102,21-32,22316-32118,female,ft-employed,saturday,suburban,>15.8,1
9307,nts202300283103,21-32,22316-32118,female,ft-employed,sunday,suburban,>15.8,1
9308,nts202300283104,21-32,22316-32118,female,ft-employed,monday,suburban,>15.8,1
9309,nts202300283105,21-32,22316-32118,female,ft-employed,tuesday,suburban,>15.8,1
9310,nts202300283106,21-32,22316-32118,female,ft-employed,wednesday,suburban,>15.8,1
9311,nts202300283201,40-48,22316-32118,female,retired,friday,suburban,>15.8,1
9312,nts202300283302,48-54,22316-32118,male,pt-employed,saturday,suburban,9.15862-15.8,1
9313,nts202300283401,48-54,>68887,male,ft-employed,sunday,suburban,unknown,1
9314,nts202300283402,48-54,>68887,male,ft-employed,monday,suburban,unknown,1
9315,nts202300283403,48-54,>68887,male,ft-employed,tuesday,suburban,unknown,1
9316,nts202300283404,48-54,>68887,male,ft-employed,wednesday,suburban,unknown,1
9317,nts202300283405,48-54,>68887,male,ft-employed,thursday,suburban,unknown,1
9318,nts202300283501,54-61,>68887,female,ft-employed,sunday,suburban,≤3.376,1
9319,nts202300283502,54-61,>68887,female,ft-employed,monday,suburban,≤3.376,1
9320,nts202300283503,54-61,>68887,female,ft-employed,tuesday,suburban,≤3.376,1
9321,nts202300284101,32-40,>68887,female,ft-employed,saturday,suburban,3.376-5.8,1
9322,nts202300284102,32-40,>68887,female,ft-employed,sunday,suburban,3.376-5.8,1
9323,nts202300284103,32-40,>68887,female,ft-employed,monday,suburban,3.376-5.8,1
9324,nts202300284104,32-40,>68887,female,ft-employed,tuesday,suburban,3.376-5.8,1
9325,nts202300284403,54-61,44107-68887,male,ft-employed,thursday,suburban,9.15862-15.8,1
9326,nts202300284501,40-48,44107-68887,female,pt-employed,tuesday,suburban,5.8-9.15862,1
9327,nts202300284601,10-21,44107-68887,male,pt-employed,tuesday,suburban,≤3.376,1
9328,nts202300284602,10-21,44107-68887,male,pt-employed,wednesday,suburban,≤3.376,1
9329,nts202300284603,10-21,44107-68887,male,pt-employed,thursday,suburban,≤3.376,1
9330,nts202300284701,10-21,44107-68887,male,unknown,tuesday,suburban,5.8-9.15862,1
9331,nts202300284702,10-21,44107-68887,male,unknown,wednesday,suburban,5.8-9.15862,1
9332,nts202300284703,10-21,44107-68887,male,unknown,thursday,suburban,5.8-9.15862,1
9333,nts202300284801,54-61,>68887,female,pt-employed,wednesday,suburban,≤3.376,1
9334,nts202300284802,54-61,>68887,female,pt-employed,thursday,suburban,≤3.376,1
9335,nts202300284901,68-75,>68887,male,ft-employed,wednesday,suburban,≤3.376,1
9336,nts202300284902,68-75,>68887,male,ft-employed,thursday,suburban,≤3.376,1
9337,nts202300284904,68-75,>68887,male,ft-employed,saturday,suburban,≤3.376,1
9338,nts202300285001,21-32,>68887,male,ft-employed,wednesday,suburban,≤3.376,1
9339,nts202300285005,21-32,>68887,male,ft-employed,sunday,suburban,≤3.376,1
9340,nts202300285102,21-32,>68887,female,pt-employed,thursday,suburban,≤3.376,1
9341,nts202300285401,32-40,>68887,female,ft-employed,saturday,suburban,≤3.376,0
9342,nts202300285402,32-40,>68887,female,ft-employed,sunday,suburban,≤3.376,0
9343,nts202300285403,32-40,>68887,female,ft-employed,monday,suburban,≤3.376,0
9344,nts202300285404,32-40,>68887,female,ft-employed,tuesday,suburban,≤3.376,0
9345,nts202300285405,32-40,>68887,female,ft-employed,wednesday,suburban,≤3.376,0
9346,nts202300285406,32-40,>68887,female,ft-employed,thursday,suburban,≤3.376,0
9347,nts202300285501,21-32,>68887,male,ft-employed,saturday,suburban,5.8-9.15862,0
9348,nts202300285502,21-32,>68887,male,ft-employed,sunday,suburban,5.8-9.15862,0
9349,nts202300285503,21-32,>68887,male,ft-employed,monday,suburban,5.8-9.15862,0
9350,nts202300285504,21-32,>68887,male,ft-employed,tuesday,suburban,5.8-9.15862,0
9351,nts202300285505,21-32,>68887,male,ft-employed,wednesday,suburban,5.8-9.15862,0
9352,nts202300285506,21-32,>68887,male,ft-employed,thursday,suburban,5.8-9.15862,0
9353,nts202300285507,21-32,>68887,male,ft-employed,friday,suburban,5.8-9.15862,0
9354,nts202300285601,≤10,>68887,male,unknown,saturday,suburban,3.376-5.8,0
9355,nts202300285602,≤10,>68887,male,unknown,sunday,suburban,3.376-5.8,0
9356,nts202300285701,≤10,>68887,male,unknown,saturday,suburban,3.376-5.8,0
9357,nts202300285702,≤10,>68887,male,unknown,sunday,suburban,3.376-5.8,0
9358,nts202300285801,>75,>68887,male,retired,saturday,suburban,>15.8,1
9359,nts202300285803,>75,>68887,male,retired,monday,suburban,>15.8,1
9360,nts202300285804,>75,>68887,male,retired,tuesday,suburban,>15.8,1
9361,nts202300285805,>75,>68887,male,retired,wednesday,suburban,>15.8,1
9362,nts202300285806,>75,>68887,male,retired,thursday,suburban,>15.8,1
9363,nts202300285807,>75,>68887,male,retired,friday,suburban,>15.8,1
9364,nts202300285901,68-75,>68887,female,retired,saturday,suburban,>15.8,1
9365,nts202300285903,68-75,>68887,female,retired,monday,suburban,>15.8,1
9366,nts202300285904,68-75,>68887,female,retired,tuesday,suburban,>15.8,1
9367,nts202300285905,68-75,>68887,female,retired,wednesday,suburban,>15.8,1
9368,nts202300285906,68-75,>68887,female,retired,thursday,suburban,>15.8,1
9369,nts202300285907,68-75,>68887,female,retired,friday,suburban,>15.8,1
9370,nts202300286301,68-75,≤22316,female,retired,sunday,suburban,9.15862-15.8,0
9371,nts202300286601,48-54,44107-68887,male,ft-employed,monday,urban,>15.8,2
9372,nts202300286602,48-54,44107-68887,male,ft-employed,tuesday,urban,>15.8,2
9373,nts202300286603,48-54,44107-68887,male,ft-employed,wednesday,urban,>15.8,2
9374,nts202300286604,48-54,44107-68887,male,ft-employed,thursday,urban,>15.8,2
9375,nts202300286605,48-54,44107-68887,male,ft-employed,friday,urban,>15.8,2
9376,nts202300286701,48-54,44107-68887,female,pt-employed,monday,urban,>15.8,2
9377,nts202300286702,48-54,44107-68887,female,pt-employed,tuesday,urban,>15.8,2
9378,nts202300286703,48-54,44107-68887,female,pt-employed,wednesday,urban,>15.8,2
9379,nts202300286801,10-21,44107-68887,female,student,monday,urban,>15.8,2
9380,nts202300286802,10-21,44107-68887,female,student,tuesday,urban,>15.8,2
9381,nts202300287001,10-21,44107-68887,female,unknown,monday,urban,>15.8,2
9382,nts202300287002,10-21,44107-68887,female,unknown,tuesday,urban,>15.8,2
9383,nts202300287003,10-21,44107-68887,female,unknown,wednesday,urban,>15.8,2
9384,nts202300287301,>75,≤22316,male,retired,saturday,urban,≤3.376,1
9385,nts202300287302,>75,≤22316,male,retired,sunday,urban,≤3.376,1
9386,nts202300287303,>75,≤22316,male,retired,monday,urban,≤3.376,1
9387,nts202300287304,>75,≤22316,male,retired,tuesday,urban,≤3.376,1
9388,nts202300287305,>75,≤22316,male,retired,wednesday,urban,≤3.376,1
9389,nts202300287306,>75,≤22316,male,retired,thursday,urban,≤3.376,1
9390,nts202300287307,>75,≤22316,male,retired,friday,urban,≤3.376,1
9391,nts202300287402,40-48,≤22316,male,other,thursday,rural,5.8-9.15862,2
9392,nts202300287403,40-48,≤22316,male,other,friday,rural,5.8-9.15862,2
9393,nts202300287701,68-75,22316-32118,female,retired,tuesday,urban,9.15862-15.8,1
9394,nts202300287702,68-75,22316-32118,female,retired,wednesday,urban,9.15862-15.8,1
9395,nts202300287703,68-75,22316-32118,female,retired,thursday,urban,9.15862-15.8,1
9396,nts202300287704,68-75,22316-32118,female,retired,friday,urban,9.15862-15.8,1
9397,nts202300287801,68-75,22316-32118,male,retired,tuesday,urban,9.15862-15.8,1
9398,nts202300287802,68-75,22316-32118,male,retired,wednesday,urban,9.15862-15.8,1
9399,nts202300287803,68-75,22316-32118,male,retired,thursday,urban,9.15862-15.8,1
9400,nts202300287901,21-32,>68887,female,ft-employed,wednesday,suburban,≤3.376,0
9401,nts202300287902,21-32,>68887,female,ft-employed,thursday,suburban,≤3.376,0
9402,nts202300287903,21-32,>68887,female,ft-employed,friday,suburban,≤3.376,0
9403,nts202300287904,21-32,>68887,female,ft-employed,saturday,suburban,≤3.376,0
9404,nts202300288001,21-32,>68887,male,ft-employed,wednesday,suburban,3.376-5.8,0
9405,nts202300288002,21-32,>68887,male,ft-employed,thursday,suburban,3.376-5.8,0
9406,nts202300288003,21-32,>68887,male,ft-employed,friday,suburban,3.376-5.8,0
9407,nts202300288004,21-32,>68887,male,ft-employed,saturday,suburban,3.376-5.8,0
9408,nts202300288005,21-32,>68887,male,ft-employed,sunday,suburban,3.376-5.8,0
9409,nts202300288006,21-32,>68887,male,ft-employed,monday,suburban,3.376-5.8,0
9410,nts202300288101,61-68,>68887,female,ft-employed,saturday,suburban,unknown,0
9411,nts202300288102,61-68,>68887,female,ft-employed,sunday,suburban,unknown,0
9412,nts202300288103,61-68,>68887,female,ft-employed,monday,suburban,unknown,0
9413,nts202300288201,40-48,44107-68887,male,ft-employed,sunday,suburban,5.8-9.15862,1
9414,nts202300288202,40-48,44107-68887,male,ft-employed,monday,suburban,5.8-9.15862,1
9415,nts202300288203,40-48,44107-68887,male,ft-employed,tuesday,suburban,5.8-9.15862,1
9416,nts202300288204,40-48,44107-68887,male,ft-employed,wednesday,suburban,5.8-9.15862,1
9417,nts202300288301,61-68,44107-68887,female,ft-employed,sunday,suburban,unknown,1
9418,nts202300288302,61-68,44107-68887,female,ft-employed,monday,suburban,unknown,1
9419,nts202300288303,61-68,44107-68887,female,ft-employed,tuesday,suburban,unknown,1
9420,nts202300288304,61-68,44107-68887,female,ft-employed,wednesday,suburban,unknown,1
9421,nts202300288305,61-68,44107-68887,female,ft-employed,thursday,suburban,unknown,1
9422,nts202300288401,54-61,44107-68887,female,pt-employed,saturday,suburban,≤3.376,1
9423,nts202300288402,54-61,44107-68887,female,pt-employed,sunday,suburban,≤3.376,1
9424,nts202300288403,54-61,44107-68887,female,pt-employed,monday,suburban,≤3.376,1
9425,nts202300288404,54-61,44107-68887,female,pt-employed,tuesday,suburban,≤3.376,1
9426,nts202300288405,54-61,44107-68887,female,pt-employed,wednesday,suburban,≤3.376,1
9427,nts202300288406,54-61,44107-68887,female,pt-employed,thursday,suburban,≤3.376,1
